City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,mossel bay,-34.1831,22.146,26.96,63,0,6.99,ZA,1705661714
358,mareeba,-17.0,145.4333,23.4,97,100,1.16,AU,1705661714
359,conduaga,8.862,117.4893,27.09,77,71,1.39,PH,1705661715
360,nuku'alofa,-21.1333,-175.2,26.19,94,75,1.54,TO,1705661715
361,alice springs,-23.7,133.8833,33.75,44,100,3.58,AU,1705661716
362,gisborne,-38.6533,178.0042,19.06,88,42,2.64,NZ,1705661716
363,carangola,-20.7331,-42.0294,24.06,85,87,2.19,BR,1705661717
364,lucea,18.451,-78.1736,25.92,82,2,3.56,JM,1705661717
365,kuanda,56.3161,116.0806,-32.03,93,37,0.66,RU,1705661718
366,al muwayh,22.4333,41.7583,24.07,29,12,7.1,SA,1705661718
367,mugia,43.1041,-9.2179,11.62,69,67,11.29,ES,1705661719
368,delano,35.7688,-119.247,10.74,100,0,2.06,US,1705661719
369,suay,10.0631,122.8553,26.27,82,41,2.96,PH,1705661720
370,beau vallon,-20.4189,57.6953,30.13,70,40,5.14,MU,1705661721
371,san fernando de apure,7.8878,-67.4724,25.13,64,11,3.87,VE,1705661721
372,estes park,40.3772,-105.5217,-11.25,85,69,3.54,US,1705661698
373,laguna,38.421,-121.4238,10.65,92,0,0.45,US,1705661722
374,utrik,11.2278,169.8474,26.68,80,98,10.27,MH,1705661723
375,newport,51.5877,-2.9984,5.1,80,5,3.21,GB,1705661663
376,katsuura,35.1333,140.3,11.09,66,94,8.48,JP,1705661724
377,okha,53.5739,142.9478,-29.71,93,18,3.05,RU,1705661724
378,kourou,5.1552,-52.6478,25.03,83,7,4.33,GF,1705661725
379,i-n-salah,27.1935,2.4607,25.48,5,100,2.68,DZ,1705661725
380,eydhafushi,5.1033,73.0708,27.26,74,0,6.15,MV,1705661726
381,bull savanna,17.8868,-77.5902,22.62,81,0,3.84,JM,1705661726
382,richards bay,-28.783,32.0377,23.95,68,55,6.66,ZA,1705661727
383,princeville,45.7668,-61.2985,-6.99,68,0,9.26,CA,1705661727
384,makedonski brod,41.5136,21.2153,14.26,56,36,2.95,MK,1705661728
385,marsh harbour,26.5412,-77.0636,23.3,89,100,5.17,BS,1705661728
386,smara,26.7384,-11.6719,20.64,63,100,7.74,EH,1705661729
387,wajir,1.7471,40.0573,34.98,46,20,2.57,KE,1705661730
388,deschutes river woods,43.9915,-121.3584,-8.1,92,100,0.0,US,1705661731
389,thatta,24.7475,67.9235,27.68,17,0,2.46,PK,1705661731
390,sorong,-0.8833,131.25,27.73,81,30,4.27,ID,1705661732
391,remire-montjoly,4.9167,-52.2667,25.02,88,20,0.0,GF,1705661732
392,brisas de zicatela,15.8369,-97.0419,24.62,66,17,1.86,MX,1705661733
393,waddan,29.1614,16.139,26.06,7,27,3.11,LY,1705661733
394,itaueira,-7.6033,-43.0256,25.58,56,88,1.25,BR,1705661734
395,irymple,-34.25,142.1667,25.17,24,32,1.34,AU,1705661734
396,casas grandes,30.3667,-107.95,9.04,36,0,2.28,MX,1705661735
397,karratha,-20.7377,116.8463,28.99,60,22,7.04,AU,1705661735
398,turbo,8.0937,-76.7269,26.27,91,99,3.22,CO,1705661736
399,lihue,21.9789,-159.3672,22.58,83,0,3.09,US,1705661736
400,bouake,7.6895,-5.0218,24.06,94,100,3.09,CI,1705661737
401,el alto,-4.2714,-81.2147,22.96,80,67,5.59,PE,1705661737
402,socorro,31.6546,-106.3033,12.28,45,0,0.0,US,1705661738
403,rongelap,11.1635,166.8941,26.28,76,47,10.87,MH,1705661739
404,baturaja,-4.1333,104.1667,23.32,98,100,1.16,ID,1705661739
405,dryden,49.7833,-92.7503,-27.84,76,20,2.06,CA,1705661740
406,chernushka,56.5072,56.0766,-9.12,82,100,9.42,RU,1705661740
407,nantucket,41.2835,-70.0995,-0.94,64,75,2.06,US,1705661741
408,zouerate,22.7187,-12.4521,25.96,7,92,4.17,MR,1705661741
409,touros,-5.1989,-35.4608,29.0,63,7,5.22,BR,1705661742
410,crane,31.3974,-102.3501,1.51,70,4,11.77,US,1705661742
411,changji,44.0167,87.3167,-13.56,85,40,2.0,CN,1705661743
412,gebeit,21.0667,36.3167,24.25,25,0,3.54,SD,1705661743
413,whakatane,-37.9585,176.9854,23.06,91,94,4.02,NZ,1705661744
414,dakhla,23.6848,-15.958,20.01,88,40,8.23,EH,1705661744
415,al burayqah,30.4062,19.5739,21.85,33,13,5.23,LY,1705661745
416,kristiansund,63.1115,7.732,-2.64,86,75,2.06,NO,1705661745
417,yuzhno-kurilsk,44.0306,145.8556,-4.79,74,80,8.2,RU,1705661746
418,changde,29.0464,111.6783,2.37,97,100,2.41,CN,1705661746
419,berwick-upon-tweed,55.7833,-2.0,3.89,76,100,12.17,GB,1705661747
420,thunder bay,48.4001,-89.3168,-22.01,71,75,2.57,CA,1705661605
421,chulakkurgan,43.765,69.1814,-5.18,86,54,3.62,KZ,1705661748
422,turmalina,-17.2856,-42.73,23.85,62,21,1.23,BR,1705661749
423,kismayo,-0.3582,42.5454,29.94,68,21,8.47,SO,1705661749
424,nanning,22.8167,108.3167,23.25,73,84,4.48,CN,1705661750
425,enewetak,11.3474,162.3373,25.94,73,66,11.07,MH,1705661750
426,hasaki,35.7333,140.8333,8.22,59,100,8.48,JP,1705661751
427,gulf shores,30.246,-87.7008,15.04,79,100,5.14,US,1705661752
428,yen bai,21.7,104.8667,22.37,81,88,0.78,VN,1705661753
429,sisimiut,66.9395,-53.6735,-15.65,85,15,4.35,GL,1705661753
430,kiama,-34.6833,150.8667,22.78,76,94,0.89,AU,1705661754
431,jevargi,17.0167,76.7667,31.19,30,1,2.53,IN,1705661754
432,zeya,53.75,127.2667,-32.26,93,7,2.05,RU,1705661755
433,kingston,17.997,-76.7936,25.53,89,20,2.57,JM,1705661606
434,al hufuf,25.3646,49.5653,22.19,24,0,5.66,SA,1705661756
435,lorengau,-2.0226,147.2712,28.21,80,100,5.29,PG,1705661756
436,balod,20.73,81.2047,24.8,46,69,2.98,IN,1705661757
437,nova xavantina,-14.6667,-52.35,24.53,85,50,1.02,BR,1705661758
438,taoyuan city,24.9937,121.297,21.07,83,75,5.66,TW,1705661758
439,at taj,24.2049,23.2857,22.59,14,0,1.21,LY,1705661759
440,khovd,48.0056,91.6419,-16.18,92,45,1.27,MN,1705661759
441,fougamou,-1.2154,10.5838,32.64,56,17,1.41,GA,1705661760
442,labuan,5.2767,115.2417,28.2,78,20,4.63,MY,1705661760
443,mazagao,-0.115,-51.2894,24.03,95,53,2.07,BR,1705661761
444,smithers,54.7804,-127.1743,-10.82,57,100,5.14,CA,1705661761
445,dalandzadgad,43.5708,104.425,-16.26,94,100,6.49,MN,1705661762
446,ola,59.5833,151.2833,-16.49,89,100,1.47,RU,1705661762
447,cannonvale,-20.2833,148.7,28.66,83,92,4.14,AU,1705661763
448,lyubotyn,49.95,35.9667,2.39,100,100,2.26,UA,1705661763
449,constantia,44.1833,28.65,13.38,69,64,6.13,RO,1705661764
450,barra de santo antonio,-9.4047,-35.5072,28.6,74,37,4.25,BR,1705661764
451,manokwari,-0.8667,134.0833,26.94,82,91,3.91,ID,1705661765
452,byron bay,-28.65,153.6167,25.95,92,100,2.49,AU,1705661766
453,maumere,-8.6199,122.2111,27.46,83,100,2.65,ID,1705661766
454,chonchi,-42.6128,-73.8092,12.29,89,56,0.85,CL,1705661767
455,christchurch,-43.5333,172.6333,26.06,45,100,5.66,NZ,1705661363
456,nea alikarnassos,35.3333,25.1667,22.49,42,40,7.2,GR,1705661768
457,nagqu,31.5,92.0,-9.53,41,75,2.42,CN,1705661768
458,marsabit,2.3284,37.9899,29.0,31,40,1.7,KE,1705661769
459,saynshand,44.8824,110.1163,-14.76,95,100,6.57,MN,1705661769
460,alo,7.4178,6.7371,35.22,10,0,1.61,NG,1705661770
461,kataysk,56.289,62.5841,-14.92,93,55,3.44,RU,1705661770
462,lata,40.1629,-8.3327,12.82,87,100,4.08,PT,1705661771
463,igarka,67.4667,86.5833,-16.89,93,100,8.47,RU,1705661666
464,barguzin,53.6167,109.6167,-23.22,96,97,1.17,RU,1705661772
465,zlatoust,55.1711,59.6508,-11.43,79,66,2.24,RU,1705661772
466,price,39.5994,-110.8107,-1.41,69,0,0.0,US,1705661774
467,huron,41.1501,-82.5499,-4.3,91,100,4.48,US,1705661774
468,baikonur,45.6167,63.3167,-4.29,71,6,3.92,KZ,1705661775
469,port augusta,-32.5,137.7667,28.9,19,1,1.81,AU,1705661775
470,natitingou,10.3042,1.3796,31.9,8,0,2.38,BJ,1705661776
471,kayangel,8.0823,134.7173,28.16,78,100,10.6,PW,1705661776
472,necochea,-38.5473,-58.7368,19.21,65,0,5.25,AR,1705661777
473,camabatela,-8.1881,15.375,27.4,45,2,2.05,AO,1705661777
474,barbacoas,1.6715,-78.1398,24.26,96,100,0.67,CO,1705661778
475,cromwell,41.5951,-72.6454,-2.75,82,0,2.57,US,1705661778
476,maputo,-25.9653,32.5892,22.82,73,75,7.72,MZ,1705661779
477,kibre mengist,5.8833,38.9833,24.55,42,62,3.67,ET,1705661779
478,springbok,-29.6643,17.8865,33.58,12,0,0.66,ZA,1705661780
479,fuding,27.3273,120.214,15.01,84,99,0.78,CN,1705661781
480,prince rupert,54.3161,-130.3201,2.83,86,100,2.57,CA,1705661781
481,hongjiang,27.11,109.9956,5.73,95,100,1.75,CN,1705661782
482,bubaque,11.2833,-15.8333,25.05,70,26,3.78,GW,1705661782
483,chardara,41.2547,67.9692,5.41,51,98,5.77,KZ,1705661783
484,mumford,5.2618,-0.759,29.0,65,1,3.22,GH,1705661783
485,mundri,-6.9558,111.71,25.65,87,100,1.49,ID,1705661784
486,kambarka,56.2694,54.2062,-8.53,86,100,8.96,RU,1705661784
487,hami,42.8,93.45,-5.85,83,62,1.99,CN,1705661785
488,queenstown,-31.8976,26.8753,24.38,41,22,2.7,ZA,1705661785
489,urumqi,43.801,87.6005,-15.47,85,40,2.0,CN,1705661602
490,vinzili,56.9594,65.7708,-16.83,97,20,1.67,RU,1705661786
491,titao,13.7667,-2.0667,29.93,9,15,5.45,BF,1705661787
492,el burgo de osma,41.5862,-3.0652,3.02,95,100,5.54,ES,1705661602
493,inhambane,-23.865,35.3833,30.0,62,40,7.2,MZ,1705661788
494,kasempa,-13.4584,25.8338,22.31,85,100,4.53,ZM,1705661788
495,bikenibeu village,1.3673,173.1241,29.98,74,20,5.14,KI,1705661789
496,fortuna,40.5982,-124.1573,15.51,49,0,7.72,US,1705661789
497,muravlenko,63.7898,74.523,-18.16,97,67,5.5,RU,1705661790
498,mangrol,21.1167,70.1167,27.52,33,0,4.24,IN,1705661791
499,morinville,53.8001,-113.652,-24.23,80,0,0.0,CA,1705661791
500,kruisfontein,-34.0033,24.7314,28.4,31,0,9.66,ZA,1705661792
501,jalai nur,49.45,117.7,-29.94,99,87,1.69,CN,1705661793
502,niamey,13.5137,2.1098,28.16,9,0,7.2,NE,1705661794
503,mantua,45.1667,10.7833,9.08,84,100,6.8,IT,1705661794
504,chumphon,10.3333,98.8333,26.0,59,53,2.16,TH,1705661795
505,nanlong,31.3533,106.0631,10.52,75,100,1.93,CN,1705661796
506,tofol,5.3248,163.0078,27.6,80,100,9.17,FM,1705661796
507,papao,-17.75,-149.55,25.82,72,77,0.84,PF,1705661797
508,palmer,42.1584,-72.3287,-3.6,74,99,0.52,US,1705661797
509,yanggu,36.1106,115.7753,-0.95,65,89,5.4,CN,1705661798
510,gorontalo,0.5412,123.0595,25.45,90,69,1.87,ID,1705661799
511,mahajanga,-15.7167,46.3167,29.01,84,75,3.6,MG,1705661799
512,nova vicosa,-17.8919,-39.3719,27.47,71,71,4.06,BR,1705661539
513,astrakhan,46.3497,48.0408,-0.07,100,100,7.0,RU,1705661800
514,nassau,40.7507,-73.5829,0.38,69,100,0.0,US,1705661801
515,ghadamis,30.1337,9.5007,23.68,7,100,3.63,LY,1705661802
516,sierpc,52.8568,19.6691,-2.25,88,43,7.02,PL,1705661803
517,bonga,7.2833,36.2333,23.87,54,89,1.35,ET,1705661803
518,fort st. john,56.2499,-120.8529,-20.06,77,75,3.09,CA,1705661667
519,lensk,60.7253,114.9278,-33.72,100,78,1.51,RU,1705661804
520,pinhal novo,38.6311,-8.9138,14.0,94,40,5.66,PT,1705661805
521,mlonggo,-6.5333,110.7,26.55,83,99,3.35,ID,1705661805
522,scone,56.4194,-3.4051,4.39,84,90,2.68,GB,1705661806
523,linjiang,41.8069,126.9078,-12.58,94,91,1.47,CN,1705661806
524,kirensk,57.7853,108.1119,-30.79,100,75,0.25,RU,1705661807
525,severnoye,56.3491,78.3619,-15.01,83,100,3.13,RU,1705661807
526,saint-pierre,-21.3393,55.4781,29.82,74,75,7.2,RE,1705661629
527,luanshya,-13.1367,28.4166,24.06,74,100,4.52,ZM,1705661808
528,mandalgovi,45.7625,106.2708,-16.04,96,100,4.75,MN,1705661809
529,kitimat,54.0524,-128.6534,-4.49,66,100,3.13,CA,1705661809
530,tsiombe,-25.3,45.4833,29.08,58,97,5.77,MG,1705661810
531,jwaneng,-24.6004,24.7303,27.45,31,7,3.04,BW,1705661810
532,klyuchi,52.2667,79.1667,-13.66,84,100,4.01,RU,1705661811
533,ancud,-41.8697,-73.8203,11.23,82,3,1.5,CL,1705661812
534,usogorsk,63.4106,48.6872,-14.07,88,100,5.19,RU,1705661812
535,chibougamau,49.9168,-74.3659,-26.21,76,100,2.06,CA,1705661813
536,sault ste. marie,46.5168,-84.3333,-16.69,65,40,4.63,CA,1705661544
537,kita,13.0349,-9.4895,31.94,6,0,2.48,ML,1705661814
538,singkil,-7.9855,111.4161,25.14,88,100,2.32,ID,1705661814
539,puerto berrio,6.4916,-74.4033,22.94,97,16,0.77,CO,1705661815
540,dimitrovgrad,54.2139,49.6184,-2.19,74,100,9.51,RU,1705661815
541,glace bay,46.1969,-59.957,-6.79,68,75,13.89,CA,1705661816
542,san antonio de pale,-1.4014,5.6325,27.37,81,38,3.94,GQ,1705661816
543,qujing,25.4833,103.7833,10.8,44,6,3.82,CN,1705661817
544,kudahuvadhoo,2.6708,72.8944,27.45,67,8,4.76,MV,1705661817
545,alta,69.9689,23.2717,-25.41,84,20,2.06,NO,1705661818
546,karapinar,37.716,33.5506,11.58,63,100,7.15,TR,1705661818
547,murzuq,25.9155,13.9184,23.79,9,93,2.73,LY,1705661819
548,kilinochchi,9.3961,80.3982,28.13,70,28,4.11,LK,1705661819
549,sarangani,5.4033,125.4636,27.9,81,7,9.23,PH,1705661820
550,eldorado,-23.7869,-54.2836,25.53,79,98,2.56,BR,1705661821
551,kone,-21.0595,164.8658,26.72,86,62,1.01,NC,1705661821
552,qinhuangdao,39.9317,119.5883,-3.81,30,100,7.09,CN,1705661822
553,aldinga beach,-35.2793,138.4604,24.86,50,41,2.74,AU,1705661650
554,cockburn town,21.4612,-71.1419,25.61,81,6,7.57,TC,1705661823
555,phayakkhaphum phisai,15.5163,103.1937,32.29,31,94,1.38,TH,1705661824
556,ayabaca,-4.6398,-79.7149,11.33,87,91,1.97,PE,1705661824
557,copala,16.65,-98.9833,25.12,60,94,0.9,MX,1705661825
558,mahanje,-9.9333,35.3333,27.26,64,94,0.58,TZ,1705661825
559,aitape,-3.1374,142.3475,26.67,90,100,2.41,PG,1705661826
560,kithor,28.8667,77.9333,20.43,33,10,1.34,IN,1705661826
561,sigaboy,6.6541,126.0727,27.15,78,47,1.81,PH,1705661827
562,trail,49.0998,-117.7022,-6.84,92,99,1.43,CA,1705661827
563,sanarate,14.795,-90.1922,18.42,97,12,0.48,GT,1705661828
564,arno,60.1167,18.6333,-9.01,86,57,3.17,SE,1705661828
565,maine soroa,13.2114,12.0241,28.35,13,55,6.34,NE,1705661829
566,benesov,49.7816,14.687,-0.26,78,78,4.11,CZ,1705661829
567,zambezi,-13.5432,23.1047,26.41,61,92,2.59,ZM,1705661830
568,kiruna,67.8557,20.2251,-25.49,77,0,0.51,SE,1705661831
569,reyes,-14.3167,-67.3833,24.48,92,100,0.9,BO,1705661832
570,rugaji,57.0,27.1333,-3.81,90,37,4.59,LV,1705661832
571,aleg,17.0481,-13.9209,27.77,10,89,2.94,MR,1705661833
572,valga,57.7778,26.0473,-3.33,87,74,1.34,EE,1705661833
573,juneau,58.3019,-134.4197,-8.0,73,40,1.54,US,1705661667
574,ceelbuur,4.685,46.6176,35.15,22,47,8.99,SO,1705661834
575,dinhata,26.1333,89.4667,22.84,37,1,0.22,IN,1705661835
576,flying fish cove,-10.4217,105.6791,27.82,78,40,3.09,CX,1705661835
577,beloyarskiy,63.7119,66.6722,-17.22,94,12,3.13,RU,1705661836
578,galesong,-5.3166,119.3661,29.01,82,92,5.9,ID,1705661836
